Date	ISIN	SecurityDescription	AggregateHoldingOfFPIS	OutstandingPositionOfGovtSecurities	SecHoldings
20190502	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190502	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190502	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190502	IN0020150051	07.73 GS 2034	901.807	100000	0.9
20190503	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190503	IN0020140045	08.40 GS 2024	4066.411	90000	4.52
20190503	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190503	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190503	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190503	IN0020160050	06.84 GS 2022	3488.581	99000	3.52
20190503	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190503	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190503	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190503	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190503	IN0020060318	07.94 GS 2021	1258.8	49425	2.55
20190503	IN0020120047	08.20 GS 2025	2244.1	90000	2.49
20190503	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190503	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190503	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190503	IN0020180488	07.32 GS 2024	2508.618	28000	8.96
20190503	IN0020110048	09.15 GS 2024	5007.67	92000	5.44
20190503	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190503	IN0020140011	08.60 GS 2028	5359.52	84000	6.38
20190503	IN0020020072	08.35 GS 2022	5194.55	77000	6.75
20190503	IN0020110030	08.79 GS 2021	5879.832	83000	7.08
20190503	IN0020110022	07.80 GS 2021	5447.968	67492.661	8.07
20190503	IN0020060037	08.20 GS 2022	5440.7	57632.33	9.44
20190503	IN0020120013	08.15 GS 2022	8788.911	83000	10.59
20190503	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190503	IN0020130012	07.16 GS 2023	9238.71	77100	11.98
20190503	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190503	IN0020170174	07.17 GS 2028	15612.021	113148.448	13.8
20190503	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190503	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190503	IN0020060078	08.24 GS 2027	5966.055	111388.55	5.36
20190503	IN0020180025	07.37 GS 2023	7087.717	39987.813	17.72
20190503	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190503	IN0020180470	07.00 GS 2021	310	18000	1.72
20190503	IN0020160019	07.61 GS 2030	1636.224	85000	1.92
20190503	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190503	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190503	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190503	IN0020160092	06.62 GS 2051	30	55000	0.05
20190503	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190503	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190503	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190503	IN0020092071	GOI FRB 2020	15	13000	0.12
20190503	IN0020150044	08.13 GS 2045	265	98000	0.27
20190503	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190503	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190503	IN0020110063	08.83 GS 2041	377.5	90000	0.42
20190503	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190503	IN0020190016	07.27 GS 2026	25	5000	0.5
20190503	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190503	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190503	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190503	IN0020100015	07.80 GS 2020	1078.93	75000	1.44
20190503	IN0020090034	07.35 GS 2024	1196.128	90168.022	1.33
20190503	IN0020160035	06.97 GS 2026	1135.493	91578.393	1.24
20190503	IN0020160100	06.57 GS 2033	690	66655.887	1.04
20190503	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190503	IN0020170042	06.68 GS 2031	876.572	93251.703	0.94
20190503	IN0020180454	07.26 GS 2029	696.241	40864.702	1.7
20190503	IN0020050012	07.40 GS 2035	792	99245	0.8
20190503	IN0020150069	07.59 GS 2029	756.758	96236.793	0.79
20190503	IN0020020106	07.95 GS 2032	937.35	121000	0.77
20190503	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190503	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190503	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190503	IN0020150051	07.73 GS 2034	911.807	100000	0.91
20190506	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190506	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190506	IN0020140045	08.40 GS 2024	4065.961	90000	4.52
20190506	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190506	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190506	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190506	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190506	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190506	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190506	IN0020120047	08.20 GS 2025	2242.91	90000	2.49
20190506	IN0020060318	07.94 GS 2021	1158.8	49425	2.34
20190506	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190506	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190506	IN0020160050	06.84 GS 2022	3464.981	99000	3.5
20190506	IN0020060078	08.24 GS 2027	5966.055	111388.55	5.36
20190506	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190506	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190506	IN0020140011	08.60 GS 2028	5358.58	84000	6.38
20190506	IN0020020072	08.35 GS 2022	5194.55	77000	6.75
20190506	IN0020110030	08.79 GS 2021	5879.832	83000	7.08
20190506	IN0020110022	07.80 GS 2021	5536.44	67492.661	8.2
20190506	IN0020180488	07.32 GS 2024	2598.618	28000	9.28
20190506	IN0020060037	08.20 GS 2022	5440.7	57632.33	9.44
20190506	IN0020120013	08.15 GS 2022	8788.911	83000	10.59
20190506	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190506	IN0020130012	07.16 GS 2023	9235.63	77100	11.98
20190506	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190506	IN0020170174	07.17 GS 2028	15753.973	113148.448	13.92
20190506	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190506	IN0020180025	07.37 GS 2023	6786.467	39987.813	16.97
20190506	IN0020110048	09.15 GS 2024	5007.67	92000	5.44
20190506	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190506	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190506	IN0020180454	07.26 GS 2029	696.241	40864.702	1.7
20190506	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190506	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190506	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190506	IN0020160092	06.62 GS 2051	30	55000	0.05
20190506	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190506	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190506	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190506	IN0020092071	GOI FRB 2020	15	13000	0.12
20190506	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190506	IN0020190016	07.27 GS 2026	25	8000	0.31
20190506	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190506	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190506	IN0020110063	08.83 GS 2041	377.5	90000	0.42
20190506	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190506	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190506	IN0020150044	08.13 GS 2045	265	98000	0.27
20190506	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190506	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190506	IN0020100015	07.80 GS 2020	1078.93	75000	1.44
20190506	IN0020090034	07.35 GS 2024	1196.128	90168.022	1.33
20190506	IN0020160035	06.97 GS 2026	1135.493	91578.393	1.24
20190506	IN0020160100	06.57 GS 2033	690	66655.887	1.04
20190506	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190506	IN0020170042	06.68 GS 2031	876.572	93251.703	0.94
20190506	IN0020160019	07.61 GS 2030	1636.224	85000	1.92
20190506	IN0020050012	07.40 GS 2035	792	99245	0.8
20190506	IN0020150069	07.59 GS 2029	756.758	96236.793	0.79
20190506	IN0020020106	07.95 GS 2032	937.35	121000	0.77
20190506	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190506	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190506	IN0020150051	07.73 GS 2034	911.807	100000	0.91
20190506	IN0020180470	07.00 GS 2021	310	21000	1.48
20190507	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190507	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190507	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190507	IN0020140045	08.40 GS 2024	4065.961	90000	4.52
20190507	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190507	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190507	IN0020060318	07.94 GS 2021	1158.8	49425	2.34
20190507	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190507	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190507	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190507	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190507	IN0020120047	08.20 GS 2025	2252.91	90000	2.5
20190507	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190507	IN0020160050	06.84 GS 2022	3464.981	99000	3.5
20190507	IN0020060078	08.24 GS 2027	5966.055	111388.55	5.36
20190507	IN0020180025	07.37 GS 2023	6836.467	39987.813	17.1
20190507	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190507	IN0020140011	08.60 GS 2028	5358.58	84000	6.38
20190507	IN0020020072	08.35 GS 2022	5194.55	77000	6.75
20190507	IN0020110030	08.79 GS 2021	5879.832	83000	7.08
20190507	IN0020110022	07.80 GS 2021	5502.44	67492.661	8.15
20190507	IN0020180488	07.32 GS 2024	2596.618	28000	9.27
20190507	IN0020060037	08.20 GS 2022	5440.7	57632.33	9.44
20190507	IN0020120013	08.15 GS 2022	8788.911	83000	10.59
20190507	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190507	IN0020130012	07.16 GS 2023	9235.63	77100	11.98
20190507	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190507	IN0020170174	07.17 GS 2028	15528.973	113148.448	13.72
20190507	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190507	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190507	IN0020110048	09.15 GS 2024	5072.67	92000	5.51
20190507	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190507	IN0020092071	GOI FRB 2020	15	13000	0.12
20190507	IN0020160019	07.61 GS 2030	1636.224	85000	1.92
20190507	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190507	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190507	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190507	IN0020160092	06.62 GS 2051	30	55000	0.05
20190507	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190507	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190507	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190507	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190507	IN0020150044	08.13 GS 2045	265	98000	0.27
20190507	IN0020190016	07.27 GS 2026	25	8000	0.31
20190507	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190507	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190507	IN0020110063	08.83 GS 2041	377.5	90000	0.42
20190507	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190507	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190507	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190507	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190507	IN0020180454	07.26 GS 2029	696.241	40864.702	1.7
20190507	IN0020180470	07.00 GS 2021	315	21000	1.5
20190507	IN0020100015	07.80 GS 2020	1078.93	75000	1.44
20190507	IN0020090034	07.35 GS 2024	1196.128	90168.022	1.33
20190507	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190507	IN0020160100	06.57 GS 2033	690	66655.887	1.04
20190507	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190507	IN0020160035	06.97 GS 2026	1125.493	91578.393	1.23
20190507	IN0020150051	07.73 GS 2034	911.807	100000	0.91
20190507	IN0020050012	07.40 GS 2035	792	99245	0.8
20190507	IN0020150069	07.59 GS 2029	756.758	96236.793	0.79
20190507	IN0020020106	07.95 GS 2032	937.35	121000	0.77
20190507	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190507	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190507	IN0020170042	06.68 GS 2031	876.572	93251.703	0.94
20190508	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190508	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190508	IN0020140045	08.40 GS 2024	4065.961	90000	4.52
20190508	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190508	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190508	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190508	IN0020060318	07.94 GS 2021	1158.8	49425	2.34
20190508	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190508	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190508	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190508	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190508	IN0020120047	08.20 GS 2025	2252.91	90000	2.5
20190508	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190508	IN0020160050	06.84 GS 2022	3614.981	99000	3.65
20190508	IN0020060078	08.24 GS 2027	5766.055	111388.55	5.18
20190508	IN0020180488	07.32 GS 2024	2796.618	28000	9.99
20190508	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190508	IN0020140011	08.60 GS 2028	5358.58	84000	6.38
20190508	IN0020020072	08.35 GS 2022	5194.55	77000	6.75
20190508	IN0020110030	08.79 GS 2021	5876.332	83000	7.08
20190508	IN0020110022	07.80 GS 2021	5502.44	67492.661	8.15
20190508	IN0020060037	08.20 GS 2022	5440.7	57632.33	9.44
20190508	IN0020120013	08.15 GS 2022	8788.911	83000	10.59
20190508	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190508	IN0020130012	07.16 GS 2023	9235.13	77100	11.98
20190508	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190508	IN0020170174	07.17 GS 2028	15528.973	113148.448	13.72
20190508	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190508	IN0020180025	07.37 GS 2023	7136.467	39987.813	17.85
20190508	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190508	IN0020110048	09.15 GS 2024	5072.67	92000	5.51
20190508	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190508	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190508	IN0020160019	07.61 GS 2030	1636.224	85000	1.92
20190508	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190508	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190508	IN0020160092	06.62 GS 2051	30	55000	0.05
20190508	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190508	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190508	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190508	IN0020092071	GOI FRB 2020	15	13000	0.12
20190508	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190508	IN0020150044	08.13 GS 2045	265	98000	0.27
20190508	IN0020190016	07.27 GS 2026	25	8000	0.31
20190508	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190508	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190508	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190508	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190508	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190508	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190508	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190508	IN0020180454	07.26 GS 2029	721.241	40864.702	1.76
20190508	IN0020180470	07.00 GS 2021	315	21000	1.5
20190508	IN0020100015	07.80 GS 2020	1078.93	75000	1.44
20190508	IN0020090034	07.35 GS 2024	1196.128	90168.022	1.33
20190508	IN0020110063	08.83 GS 2041	627.5	90000	0.7
20190508	IN0020160100	06.57 GS 2033	690	66655.887	1.04
20190508	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190508	IN0020160035	06.97 GS 2026	1125.493	91578.393	1.23
20190508	IN0020150051	07.73 GS 2034	911.807	100000	0.91
20190508	IN0020050012	07.40 GS 2035	792	99245	0.8
20190508	IN0020150069	07.59 GS 2029	756.758	96236.793	0.79
20190508	IN0020020106	07.95 GS 2032	940.35	121000	0.78
20190508	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190508	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190508	IN0020170042	06.68 GS 2031	876.572	93251.703	0.94
20190509	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190509	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190509	IN0020140045	08.40 GS 2024	4065.961	90000	4.52
20190509	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190509	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190509	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190509	IN0020060318	07.94 GS 2021	1158.8	49425	2.34
20190509	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190509	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190509	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190509	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190509	IN0020120047	08.20 GS 2025	2252.91	90000	2.5
20190509	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190509	IN0020160050	06.84 GS 2022	3614.981	99000	3.65
20190509	IN0020060078	08.24 GS 2027	5766.055	111388.55	5.18
20190509	IN0020180488	07.32 GS 2024	2646.618	28000	9.45
20190509	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190509	IN0020140011	08.60 GS 2028	5358.58	84000	6.38
20190509	IN0020020072	08.35 GS 2022	5356.65	77000	6.96
20190509	IN0020110030	08.79 GS 2021	5876.332	83000	7.08
20190509	IN0020110022	07.80 GS 2021	5477.44	67492.661	8.12
20190509	IN0020060037	08.20 GS 2022	5290.7	57632.33	9.18
20190509	IN0020120013	08.15 GS 2022	8773.911	83000	10.57
20190509	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190509	IN0020130012	07.16 GS 2023	9235.13	77100	11.98
20190509	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190509	IN0020170174	07.17 GS 2028	15518.973	113148.448	13.72
20190509	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190509	IN0020180025	07.37 GS 2023	7171.467	39987.813	17.93
20190509	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190509	IN0020110048	09.15 GS 2024	5072.67	92000	5.51
20190509	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190509	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190509	IN0020160019	07.61 GS 2030	1636.224	85000	1.92
20190509	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190509	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190509	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190509	IN0020160092	06.62 GS 2051	30	55000	0.05
20190509	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190509	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190509	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190509	IN0020092071	GOI FRB 2020	15	13000	0.12
20190509	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190509	IN0020190016	07.27 GS 2026	25	8000	0.31
20190509	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190509	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190509	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190509	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190509	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190509	IN0020150044	08.13 GS 2045	265	98000	0.27
20190509	IN0020110055	08.97 GS 2030	666.5	90000	0.74
20190509	IN0020110063	08.83 GS 2041	627.5	90000	0.7
20190509	IN0020180470	07.00 GS 2021	315	21000	1.5
20190509	IN0020100015	07.80 GS 2020	1078.93	75000	1.44
20190509	IN0020090034	07.35 GS 2024	1226.128	90168.022	1.36
20190509	IN0020160035	06.97 GS 2026	1125.493	91578.393	1.23
20190509	IN0020160100	06.57 GS 2033	690	66655.887	1.04
20190509	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190509	IN0020180454	07.26 GS 2029	771.241	40864.702	1.89
20190509	IN0020150051	07.73 GS 2034	911.807	100000	0.91
20190509	IN0020050012	07.40 GS 2035	792	99245	0.8
20190509	IN0020150069	07.59 GS 2029	756.758	96236.793	0.79
20190509	IN0020020106	07.95 GS 2032	940.35	121000	0.78
20190509	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190509	IN0020160068	07.06 GS 2046	747.23	100000	0.75
20190509	IN0020170042	06.68 GS 2031	876.572	93251.703	0.94
20190510	IN0020070051	08.13 GS 2022	3384.7	70495.28	4.8
20190510	IN0020120039	08.33 GS 2026	4124.51	90000	4.58
20190510	IN0020140045	08.40 GS 2024	4065.961	90000	4.52
20190510	IN0020150036	07.72 GS 2025	3561.734	90031.814	3.96
20190510	IN0020140060	08.15 GS 2026	3260.58	86489.206	3.77
20190510	IN0020150028	07.88 GS 2030	3325.011	89000	3.74
20190510	IN0020140029	08.27 GS 2020	1951.092	73000	2.67
20190510	IN0020120054	08.12 GS 2020	2563.199	76000	3.37
20190510	IN0020070069	08.28 GS 2027	2650.533	90000.721	2.95
20190510	IN0020130038	07.28 GS 2019	1070.079	41188	2.6
20190510	IN0020120047	08.20 GS 2025	2252.91	90000	2.5
20190510	IN0020060318	07.94 GS 2021	1158.8	49425	2.34
20190510	IN0020150093	07.59 GS 2026	5862.904	119000	4.93
20190510	IN0020160050	06.84 GS 2022	3614.981	99000	3.65
20190510	IN0020060078	08.24 GS 2027	5766.055	111388.55	5.18
20190510	IN0020110071	08.19 GS 2020	1498.233	74000	2.02
20190510	IN0020170026	06.79 GS 2027	7211.667	121000	5.96
20190510	IN0020140011	08.60 GS 2028	5358.58	84000	6.38
20190510	IN0020020072	08.35 GS 2022	5356.65	77000	6.96
20190510	IN0020110030	08.79 GS 2021	5876.332	83000	7.08
20190510	IN0020110022	07.80 GS 2021	5477.44	67492.661	8.12
20190510	IN0020060037	08.20 GS 2022	5290.7	57632.33	9.18
20190510	IN0020180488	07.32 GS 2024	2766.618	28000	9.88
20190510	IN0020120013	08.15 GS 2022	8773.911	83000	10.57
20190510	IN0020070028	08.08 GS 2022	7909.438	68969.411	11.47
20190510	IN0020130012	07.16 GS 2023	9235.13	77100	11.98
20190510	IN0020150010	07.68 GS 2023	11142.258	88132.012	12.64
20190510	IN0020170174	07.17 GS 2028	15518.973	113148.448	13.72
20190510	IN0020130061	08.83 GS 2023	13117.554	83000	15.8
20190510	IN0020180025	07.37 GS 2023	7151.467	39987.813	17.88
20190510	IN0020110048	09.15 GS 2024	5072.67	92000	5.51
20190510	IN0020180454	07.26 GS 2029	821.241	40864.702	2.01
20190510	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190510	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190510	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190510	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190510	IN0020160092	06.62 GS 2051	30	55000	0.05
20190510	IN0020070044	08.32 GS 2032	55	89434.05	0.06
20190510	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190510	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190510	IN0020092071	GOI FRB 2020	15	13000	0.12
20190510	IN0020100031	08.30 GS 2040	178.25	90000	0.2
20190510	IN0020150044	08.13 GS 2045	265	98000	0.27
20190510	IN0020190016	07.27 GS 2026	25	8000	0.31
20190510	IN0020180017	06.65 GS 2020	149	43545.961	0.34
20190510	IN0020140052	08.24 GS 2033	389.115	99275	0.39
20190510	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190510	IN0020160118	06.79 GS 2029	626.98	118801.123	0.53
20190510	IN0020140078	08.17 GS 2044	598.385	97000	0.62
20190510	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190510	IN0020110055	08.97 GS 2030	666.5	90000	0.74
